"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A919104","*Periwinkle","2024-12-03T08:18:00.000","2024-12-03T08:18:00.000","183 And Ben White in Austin (TX)","Stray","Injured","Dog","Intact Female","3 years","Pit Bull","Blue"
"A778469","Tex","2024-12-03T08:39:00.000","2024-12-03T08:39:00.000","Melody Ln And Jfk in Austin (TX)","Stray","Injured","Dog","Neutered Male","10 years","Jack Russell Terrier Mix","Brown/White"
"A919115","Noel","2024-12-03T10:21:00.000","2024-12-03T10:21:00.000","2508 E Riverside Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair Mix","Black"
"A919113",,"2024-12-03T10:55:00.000","2024-12-03T10:55:00.000","700 Lavaca in Austin (TX)","Wildlife","Normal","Other","Unknown","2 years","Bat","Brown/Gray"
"A919124","Rocky","2024-12-03T11:09:00.000","2024-12-03T11:09:00.000","8712 Old Manor Rd in Austin (TX)","Owner Surrender","Medical","Dog","Intact Male","2 years","American Bulldog","Tan/White"
"A919116","*Starlight","2024-12-03T11:19:00.000","2024-12-03T11:19:00.000","1305 Greenwood Avenue in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Brown Tabby/White"
"A919121","*Doug","2024-12-03T11:34:00.000","2024-12-03T11:34:00.000","Travis (TX)","Owner Surrender","Normal","Bird","Unknown","1 year","Chicken","White"
"A919122","*Donnie","2024-12-03T11:34:00.000","2024-12-03T11:34:00.000","Travis (TX)","Owner Surrender","Normal","Bird","Unknown","1 year","Chicken","White"
"A919127","Madonna","2024-12-03T11:48:00.000","2024-12-03T11:48:00.000","3712 Munson Street in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Tortie"
"A919128",,"2024-12-03T12:13:00.000","2024-12-03T12:13:00.000","5400 Ross Rd in Travis (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Black"
"A919132","*Cookie","2024-12-03T12:27:00.000","2024-12-03T12:27:00.000","1722 Woodward St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Brown Tabby/White"
"A919133","Igor","2024-12-03T12:32:00.000","2024-12-03T12:32:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair","Brown Tabby"
"A919135","Zeus","2024-12-03T12:32:00.000","2024-12-03T12:32:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair","Brown Tabby"
"A919136","*Tigress","2024-12-03T12:32:00.000","2024-12-03T12:32:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A919141","*Dorothy","2024-12-03T12:39:00.000","2024-12-03T12:39:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 month","Dachshund Longhair/Labrador Retriever","White/Brown"
"A919146","*Ruby","2024-12-03T12:39:00.000","2024-12-03T12:39:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 month","Dachshund Longhair/Labrador Retriever","Black/Tan"
"A919147","*Toto","2024-12-03T12:39:00.000","2024-12-03T12:39:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 month","Dachshund Longhair/Labrador Retriever","Tan"
"A919148","*Glinda","2024-12-03T12:39:00.000","2024-12-03T12:39:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 month","Dachshund Longhair/Labrador Retriever","Brown/White"
"A919134","*Fir","2024-12-03T12:42:00.000","2024-12-03T12:42:00.000","8806 Fm 812 Rd in Travis (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair","Brown Tabby"
"A917696","Gaia","2024-12-03T12:54:00.000","2024-12-03T12:54:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","11 months","Anatol Shepherd Mix","Brown/Black"
"A919137","Toshi","2024-12-03T13:09:00.000","2024-12-03T13:09:00.000","8220 West Highway 71 in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A919139",,"2024-12-03T13:17:00.000","2024-12-03T13:17:00.000","8220 West Highway 71 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Orange Tabby"
"A898125","Miso","2024-12-03T13:19:00.000","2024-12-03T13:19:00.000","600 E 53Rd St in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Shorthair","Brown Tabby"
"A918121","*Sherman","2024-12-03T14:00:00.000","2024-12-03T14:00:00.000","1930 W Rundberg Ln  Apt 1414 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Siamese","Seal Point"
"A918122","*Weasley","2024-12-03T14:00:00.000","2024-12-03T14:00:00.000","1930 W Rundberg Ln  Apt 1414 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby/White"
"A910124","Caramel","2024-12-03T14:06:00.000","2024-12-03T14:06:00.000","7201 Levander in Austin (TX)","Stray","Normal","Dog","Spayed Female","6 months","Labrador Retriever/German Shepherd","Brown/White"
"A919144","*Gala","2024-12-03T14:20:00.000","2024-12-03T14:20:00.000","2103  Maralene Way in Travis (TX)","Stray","Injured","Dog","Intact Female","7 months","Australian Cattle Dog Mix","Tan/White"
"A919155","*Evergreen","2024-12-03T14:44:00.000","2024-12-03T14:44:00.000","1709 Arial Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A919156",,"2024-12-03T14:44:00.000","2024-12-03T14:44:00.000","1709 Arial Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Blue Tabby"
"A918070","*Mags","2024-12-03T15:27:00.000","2024-12-03T15:27:00.000","1930 W Rundburg Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","10 months","Domestic Shorthair","Calico"
"A919167","*Bow","2024-12-03T17:44:00.000","2024-12-03T17:44:00.000","Old San Antonio Rd And Onion Creek in Travis (TX)","Stray","Sick","Dog","Intact Male","3 months","Labrador Retriever Mix","Black/White"
"A919168","Kimbap","2024-12-03T17:44:00.000","2024-12-03T17:44:00.000","Old San Antonio Rd And Onion Creek in Travis (TX)","Stray","Sick","Dog","Intact Male","3 months","Labrador Retriever Mix","Black/White"
"A918822","*Mercy","2024-12-03T19:48:00.000","2024-12-03T19:48:00.000","15309 Richards Drive in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Tortie"
"A919175","Benji","2024-12-04T06:43:00.000","2024-12-04T06:43:00.000","1201 W Live Oak in Austin (TX)","Stray","Sick","Dog","Intact Male","1 year","Shih Tzu","Black/White"
"A835754","Blue","2024-12-04T10:21:00.000","2024-12-04T10:21:00.000","12550 Metric Blvd in Austin (TX)","Public Assist","Normal","Dog","Spayed Female","5 years","Pit Bull Mix","Blue/White"
"A919188",,"2024-12-04T10:52:00.000","2024-12-04T10:52:00.000","8220 W Hwy 71 Unit 214 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair","Brown Tabby"
"A919187","*Howard","2024-12-04T11:00:00.000","2024-12-04T11:00:00.000","Howard Lane And North Interstate Highway 35 in Travis (TX)","Stray","Normal","Dog","Intact Male","9 months","English Pointer Mix","Brown/White"
"A919192","Hooch","2024-12-04T11:56:00.000","2024-12-04T11:56:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Black Mouth Cur","Tan"
"A919193","Cerby","2024-12-04T11:56:00.000","2024-12-04T11:56:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","7 years","Pit Bull Mix","Brown Brindle"
"A912559","*Viola","2024-12-04T12:20:00.000","2024-12-04T12:20:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","4 years","German Shepherd","Black/Brown"
"A919191","*Buddy Bucks","2024-12-04T12:23:00.000","2024-12-04T12:23:00.000","401 Chaparral Rd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever Mix","Black/White"
"A919195",,"2024-12-04T12:47:00.000","2024-12-04T12:47:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Longhair","Brown Tabby"
"A919198",,"2024-12-04T12:47:00.000","2024-12-04T12:47:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby"
"A919199",,"2024-12-04T12:47:00.000","2024-12-04T12:47:00.000","11940 Menchaca Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby"
"A919203",,"2024-12-04T13:14:00.000","2024-12-04T13:14:00.000","Stassney Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair","Brown Tabby"
"A919202",,"2024-12-04T13:26:00.000","2024-12-04T13:26:00.000","Sarah Polk Street in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Shih Tzu","Black"
"A900008","Ralph","2024-12-04T13:33:00.000","2024-12-04T13:33:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","11 months","Boxer Mix","White/Brown"
"A918869","*Hank","2024-12-04T13:40:00.000","2024-12-04T13:40:00.000","2765 E Hwy 71 in Travis (TX)","Stray","Normal","Dog","Intact Male","5 months","Labrador Retriever","Black"
"A918931","*Nine","2024-12-04T13:51:00.000","2024-12-04T13:51:00.000","400 Grove Boulevard in Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","Australian Cattle Dog Mix","Brown Brindle/White"
"A919207","Tuna","2024-12-04T14:04:00.000","2024-12-04T14:04:00.000","1601 E Anderson Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","8 months","Domestic Shorthair","Blue/White"
"A919211",,"2024-12-04T14:04:00.000","2024-12-04T14:04:00.000","1601 E Anderson Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","8 months","Domestic Shorthair","Brown Tabby"
"A919208",,"2024-12-04T14:16:00.000","2024-12-04T14:16:00.000","Lamar And 5Th in Austin (TX)","Stray","Injured","Cat","Intact Female","1 month","Domestic Shorthair","Black/White"
"A919221","Pepper","2024-12-04T15:16:00.000","2024-12-04T15:16:00.000","7201 Levander Loop in Austin (TX)","Abandoned","Normal","Dog","Intact Female","6 months","Labrador Retriever","Black"
"A919225","Rolo","2024-12-04T17:00:00.000","2024-12-04T17:00:00.000","404 Oertli in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull","Tan/White"
"A919231",,"2024-12-05T07:02:00.000","2024-12-05T07:02:00.000","1701 Deloney St in Austin (TX)","Stray","Sick","Cat","Intact Female","5 months","Domestic Shorthair","Black"
"A919239",,"2024-12-05T10:32:00.000","2024-12-05T10:32:00.000","Colorado Street And West Second Street in Austin (TX)","Stray","Medical","Cat","Intact Female","1 year","Domestic Medium Hair","Calico"
"A919235",,"2024-12-05T10:35:00.000","2024-12-05T10:35:00.000","10005 Peterson Rd in Travis (TX)","Abandoned","Normal","Dog","Intact Female","1 month","Newfoundland/Labrador Retriever","Black/White"
"A919236","*Luna Azul","2024-12-05T10:35:00.000","2024-12-05T10:35:00.000","10005 Peterson Rd in Travis (TX)","Abandoned","Normal","Dog","Intact Female","2 years","Labrador Retriever Mix","Cream"
"A919237","Ace","2024-12-05T10:35:00.000","2024-12-05T10:35:00.000","10005 Peterson Rd in Travis (TX)","Abandoned","Normal","Dog","Intact Male","3 years","American Pit Bull Terrier","Brown/White"
"A919238","Hector","2024-12-05T10:35:00.000","2024-12-05T10:35:00.000","10005 Peterson Rd in Travis (TX)","Abandoned","Normal","Dog","Intact Male","3 years","Redbone Hound/Bloodhound","Black/Red"
"A919234","Polo","2024-12-05T11:00:00.000","2024-12-05T11:00:00.000","7310 Blessing Ave in Austin (TX)","Owner Surrender","Injured","Dog","Intact Male","2 years","Chihuahua Shorthair","Tan"
"A919244","Babas","2024-12-05T11:00:00.000","2024-12-05T11:00:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","6 years","Domestic Shorthair","Brown Tabby"
"A914633","Patches","2024-12-05T11:15:00.000","2024-12-05T11:15:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","4 months","Labrador Retriever Mix","White/Brown"
"A919245","*Marbles","2024-12-05T11:39:00.000","2024-12-05T11:39:00.000","406 Kenniston Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair","Brown Tabby/White"
"A919252",,"2024-12-05T12:19:00.000","2024-12-05T12:19:00.000","8220 W Hwy 71 #241 in Travis (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair","Torbie"
"A919248","*Eastwood","2024-12-05T12:32:00.000","2024-12-05T12:32:00.000","5800 Techni Ridge Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Siamese Mix","Lynx Point"
"A919254","*Eggnog","2024-12-05T13:41:00.000","2024-12-05T13:41:00.000","200 San Jose St in Austin (TX)","Stray","Injured","Cat","Intact Female","2 years","Domestic Shorthair","Black"
"A919256","Hua","2024-12-05T13:59:00.000","2024-12-05T13:59:00.000","6Th St And Neches in Austin (TX)","Public Assist","Normal","Dog","Intact Male","2 years","Australian Cattle Dog Mix","Black/Blue Tick"
"A919257",,"2024-12-05T14:01:00.000","2024-12-05T14:01:00.000","6118 Fairway St in Austin (TX)","Stray","Injured","Dog","Intact Female","2 months","Jack Russell Terrier Mix","Tan/White"
"A919259","Bodeen","2024-12-05T14:31:00.000","2024-12-05T14:31:00.000","9300 Beechnut Dr in Austin (TX)","Stray","Sick","Dog","Intact Male","8 months","Weimaraner","Blue/White"
"A919262","*Nutcracker","2024-12-05T15:03:00.000","2024-12-05T15:03:00.000","36030 South Ridge Drive Building 17 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black/White"
"A919152","*Fiyero","2024-12-05T15:46:00.000","2024-12-05T15:46:00.000","Wildcat Pass And Sugaree Ave in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","German Shepherd","Black"
"A919266","Kitty","2024-12-05T15:48:00.000","2024-12-05T15:48:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Ragdoll","Blue/White"
"A913823","Maggie","2024-12-05T16:40:00.000","2024-12-05T16:40:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Spayed Female","7 months","German Shepherd/Labrador Retriever","Black/White"
"A919270","*Snowflake","2024-12-05T17:03:00.000","2024-12-05T17:03:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","2 months","Scottish Terrier Mix","White/Brown"
"A919271","*Penelope","2024-12-05T17:03:00.000","2024-12-05T17:03:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","2 months","Scottish Terrier Mix","White/Brown"
"A919272","Zemya","2024-12-05T17:03:00.000","2024-12-05T17:03:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","2 months","Scottish Terrier Mix","White/Tan"
"A919275","*Jack","2024-12-05T17:34:00.000","2024-12-05T17:34:00.000","Kraieg Althletic Complex in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Beagle Mix","Tan"
"A919276","*Kevin","2024-12-05T17:34:00.000","2024-12-05T17:34:00.000","Kraieg Althletic Complex in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Beagle Mix","Brown"
"A912050","Chocolate","2024-12-05T17:59:00.000","2024-12-05T17:59:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","9 months","Labrador Retriever Mix","Chocolate/White"
"A919278","Buddy","2024-12-06T04:28:00.000","2024-12-06T04:28:00.000","1109 N Ih 35 Nb in Austin (TX)","Public Assist","Normal","Dog","Intact Male","4 years","German Shepherd","Brown"
"A919289","*Poinsetta","2024-12-06T10:38:00.000","2024-12-06T10:38:00.000","12708 Collindale Cove in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Brown Tabby"
"A919290","*S'Mores","2024-12-06T10:38:00.000","2024-12-06T10:38:00.000","12708 Collindale Cove in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby"
"A919291","Indy","2024-12-06T10:38:00.000","2024-12-06T10:38:00.000","12708 Collindale Cove in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby"
"A919292","Shadow","2024-12-06T10:38:00.000","2024-12-06T10:38:00.000","12708 Collindale Cove in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Blue"
"A919293","*Merrybell","2024-12-06T10:38:00.000","2024-12-06T10:38:00.000","12708 Collindale Cove in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Blue"
"A919285",,"2024-12-06T10:57:00.000","2024-12-06T10:57:00.000","10200 Deer Chase Trail in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Blue/White"
"A889805","Bluey","2024-12-06T11:13:00.000","2024-12-06T11:13:00.000","5501 Ed Bluestein Boulevard in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Plott Hound","Brown Brindle"
"A919288","*Bernard","2024-12-06T11:16:00.000","2024-12-06T11:16:00.000","1501 East 3Rd Street in Austin (TX)","Stray","Sick","Cat","Neutered Male","1 year","Domestic Shorthair","Orange Tabby"
"A919287","*Juliet","2024-12-06T11:19:00.000","2024-12-06T11:19:00.000","2420 Ridgepoint Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","German Pinscher Mix","Black/Tan"
"A919294","Poncho","2024-12-06T11:35:00.000","2024-12-06T11:35:00.000","Austin (TX)","Public Assist","Normal","Cat","Neutered Male","2 years","Domestic Shorthair","Blue Tabby"
"A919295","*Teriyaki","2024-12-06T11:55:00.000","2024-12-06T11:55:00.000","Research Blvd in Austin (TX)","Stray","Injured","Dog","Neutered Male","1 year","Border Collie Mix","Black/White"
"A917600","Scrappy","2024-12-06T12:01:00.000","2024-12-06T12:01:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","Shih Tzu","White/Black"
"A919296","Max","2024-12-06T12:02:00.000","2024-12-06T12:02:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","French Bulldog","Fawn"
"A919297",,"2024-12-06T12:07:00.000","2024-12-06T12:07:00.000","3216 River Road in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby/White"
"A919299",,"2024-12-06T12:29:00.000","2024-12-06T12:29:00.000","Martin Lane And Jakes Hill Road in Travis (TX)","Stray","Medical","Dog","Intact Female","2 years","Pit Bull","Blue Merle/White"
"A919307","*Parka","2024-12-06T14:21:00.000","2024-12-06T14:21:00.000","10515 Robinwood Circle in Austin (TX)","Stray","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Orange Tabby"
"A919308","Tio","2024-12-06T14:21:00.000","2024-12-06T14:21:00.000","10515 Robinwood Circle in Austin (TX)","Stray","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Orange Tabby"
"A919303","Phoebe","2024-12-06T14:37:00.000","2024-12-06T14:37:00.000","6725 Circle S Rd in Austin (TX)","Stray","Sick","Cat","Spayed Female","2 years","Domestic Shorthair","Brown Tabby/White"
"A919305","Joseph","2024-12-06T14:38:00.000","2024-12-06T14:38:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","4 years","Domestic Shorthair","Black/White"
"A919306","Zoe","2024-12-06T14:38:00.000","2024-12-06T14:38:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","4 years","Domestic Shorthair","White/Black"
"A919309","Eclypse","2024-12-06T15:37:00.000","2024-12-06T15:37:00.000","15013 Purslane Meadow Trl in Travis (TX)","Stray","Sick","Dog","Intact Male","1 year","Cane Corso","Black/White"
"A919328","Goku","2024-12-07T10:24:00.000","2024-12-07T10:24:00.000","2022 East Slaughter Lane in Austin (TX)","Public Assist","Normal","Dog","Intact Male","1 year","German Shepherd","Black/Brown"
"A914773","Neptune","2024-12-07T10:50:00.000","2024-12-07T10:50:00.000","East 7Th Street And Highway 35 Service Road in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","7 months","Labrador Retriever/Border Collie","Black/White"
"A919334","*Joy","2024-12-07T12:00:00.000","2024-12-07T12:00:00.000","6001 Menchaca Rd in Austin (TX)","Stray","Normal","Other","Intact Female","8 months","Rabbit Lh","Brown"
"A919337","*Carol","2024-12-07T12:00:00.000","2024-12-07T12:00:00.000","6001 Menchaca Rd in Austin (TX)","Stray","Normal","Bird","Intact Female","2 years","Chicken","Black"
"A919338","*Bobsled","2024-12-07T12:00:00.000","2024-12-07T12:00:00.000","6001 Menchaca Rd in Austin (TX)","Stray","Normal","Bird","Intact Male","2 years","Chicken","Gray"
"A919339","*Ivy","2024-12-07T12:00:00.000","2024-12-07T12:00:00.000","6001 Menchaca Rd in Austin (TX)","Stray","Normal","Bird","Intact Female","2 years","Chicken","Gray"
"A919340","*Holly","2024-12-07T12:00:00.000","2024-12-07T12:00:00.000","6001 Menchaca Rd in Austin (TX)","Stray","Normal","Bird","Intact Female","2 years","Chicken","Brown"
"A801419","*Rufus","2024-12-07T12:31:00.000","2024-12-07T12:31:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","5 years","Domestic Shorthair","Brown Tabby"
"A919342","Badshah","2024-12-07T12:35:00.000","2024-12-07T12:35:00.000","200 San Jacinto Boulevard in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Cream Tabby/White"
"A919346","*Fitz","2024-12-07T12:59:00.000","2024-12-07T12:59:00.000","6100 East Riverside Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby"
"A919347","*Fanny","2024-12-07T12:59:00.000","2024-12-07T12:59:00.000","6100 East Riverside Drive in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Torbie"
"A919348","Nyx","2024-12-07T12:59:00.000","2024-12-07T12:59:00.000","6100 East Riverside Drive in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Calico"
"A919351",,"2024-12-07T13:43:00.000","2024-12-07T13:43:00.000","2001 Parker Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Medium Hair","Brown Tabby"
"A919353",,"2024-12-07T13:43:00.000","2024-12-07T13:43:00.000","2001 Parker Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Medium Hair","Black"
"A919354",,"2024-12-07T13:44:00.000","2024-12-07T13:44:00.000","4703 Teri Road in Austin (TX)","Stray","Medical","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A919355",,"2024-12-07T13:44:00.000","2024-12-07T13:44:00.000","4703 Teri Road in Austin (TX)","Stray","Medical","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby"
"A919356",,"2024-12-07T13:44:00.000","2024-12-07T13:44:00.000","4703 Teri Road in Austin (TX)","Stray","Medical","Cat","Intact Female","2 months","Domestic Shorthair","Blue/White"
"A919352",,"2024-12-07T13:44:00.000","2024-12-07T13:44:00.000","4703 Teri Road in Austin (TX)","Stray","Medical","Cat","Unknown","1 month","Domestic Shorthair","Black"
"A919336","Peaches","2024-12-07T14:26:00.000","2024-12-07T14:26:00.000","Lola Drive in Austin (TX)","Stray","Normal","Cat","Neutered Male","3 years","Domestic Shorthair","White/Orange Tabby"
"A919359","*Blessica","2024-12-07T14:58:00.000","2024-12-07T14:58:00.000","Hog Eye Rd in Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","3 years","Boxer Mix","Brown/White"
"A919360","K.K.","2024-12-07T14:58:00.000","2024-12-07T14:58:00.000","Hog Eye Rd in Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","3 years","Black Mouth Cur","Brown"
"A919361",,"2024-12-07T15:26:00.000","2024-12-07T15:26:00.000","2305 Canterbury St in Austin (TX)","Stray","Injured","Cat","Intact Male","2 years","Domestic Medium Hair","Black"
"A919362",,"2024-12-07T15:35:00.000","2024-12-07T15:35:00.000","3412 E 5Th St in Austin (TX)","Stray","Sick","Cat","Intact Female","2 years","Domestic Shorthair","Brown Tabby"
"A919298","*Glacier","2024-12-07T17:56:00.000","2024-12-07T17:56:00.000","Levander Loop And 183 Highway in Austin (TX)","Stray","Normal","Dog","Intact Female","7 months","Australian Cattle Dog","Blue Merle"
"A919372","Runi","2024-12-08T11:55:00.000","2024-12-08T11:55:00.000","Sherri Berry Wy And Integrity Blvd in Travis (TX)","Stray","Injured","Dog","Intact Male","1 year","Great Pyrenees/Akbash","White"
"A919377","Drogo","2024-12-08T12:01:00.000","2024-12-08T12:01:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","German Shepherd/Australian Shepherd","Blue Merle/Tan"
"A919378","*Raven","2024-12-08T12:35:00.000","2024-12-08T12:35:00.000","East Yager Lane in Austin (TX)","Stray","Sick","Dog","Intact Female","1 year","Labrador Retriever Mix","Black/White"
"A919381","*Mittens","2024-12-08T14:01:00.000","2024-12-08T14:01:00.000","18706 Blake Manor Circle in Travis (TX)","Stray","Sick","Dog","Intact Male","2 months","Great Pyrenees Mix","Cream"
"A914729","*Kringle","2024-12-08T15:21:00.000","2024-12-08T15:21:00.000","1501 East 3Rd St in Austin (TX)","Stray","Sick","Cat","Neutered Male","5 months","Domestic Shorthair","Orange Tabby/White"
"A919386","Pete","2024-12-08T15:56:00.000","2024-12-08T15:56:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Blue Tabby"
"A919387","Repete","2024-12-08T15:56:00.000","2024-12-08T15:56:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Blue Tabby/White"
"A919382","*Denver","2024-12-08T16:22:00.000","2024-12-08T16:22:00.000","Farmhaven Rd And Harris Branch Pkwy in Austin (TX)","Abandoned","Normal","Dog","Intact Male","1 year","Siberian Husky","Black/White"
"A919394","Joker","2024-12-08T20:08:00.000","2024-12-08T20:08:00.000","1100 Reinli in Austin (TX)","Public Assist","Normal","Dog","Intact Male","5 years","Soft Coated Wheaten Terrier","Gray/Black"
"A919395","*Noel","2024-12-08T20:08:00.000","2024-12-08T20:08:00.000","1100 Reinli in Austin (TX)","Public Assist","Normal","Other","Unknown","2 years","Rabbit Sh","White/Black"
"A919397","*Daisy Mae","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Redbone Hound Mix","Red"
"A919398","*Vader","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Male","2 weeks","Redbone Hound Mix","Brown/Black"
"A919399","*Leia","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Female","2 weeks","Redbone Hound Mix","Brown/Black"
"A919400","*Sabina","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Female","2 weeks","Redbone Hound Mix","Brown/Black"
"A919401","*Teddy","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Male","2 weeks","Redbone Hound Mix","Brown/Black"
"A919402","*Mara","2024-12-09T03:49:00.000","2024-12-09T03:49:00.000","110 Kimble in Austin (TX)","Stray","Normal","Dog","Intact Female","2 weeks","Redbone Hound Mix","Brown/Black"
